TES4
TES4, HEDR,Required 
ADDN, OBND,Required 
ADDN, EDID,Required 
ADDN, DNAM,Required 
ADDN, MODT,Required 
ADDN, DATA,Required 
AVIF
AVIF, EDID,Required 
AVIF, AVSK,
AVIF, FNAM,Many 
AVIF, FULL,
AVIF, CNAM,Many 
AVIF, DESC,Required 
AVIF, XNAM,Many 
AVIF, PNAM,Many 
AVIF, YNAM,Many 
AVIF, HNAM,Many 
AVIF, VNAM,Many 
AVIF, SNAM,Many 
AVIF, INAM,Many 
AVIF, ANAM,
CAMS
CAMS, MODL,
CAMS, EDID,Required 
CAMS, MODT,
CAMS, DATA,Required 
CAMS, MNAM,
CPTH
CPTH, CIS1,
CPTH, EDID,Required 
CPTH, DATA,Required 
CPTH, ANAM,Required 
CPTH, CTDA,Many 
CPTH, SNAM,Many 
VTYP
VTYP, EDID,Required 
VTYP, DNAM,Required 
IPCT
IPCT, MODL,
IPCT, EDID,Required 
IPCT, NAM2,
IPCT, DATA,Required 
IPCT, SNAM,
IPCT, DODT,
IPCT, DNAM,
IPCT, NAM1,
IPCT, MODT,
IPCT, ENAM,
IPDS
IPDS, EDID,Required 
IPDS, PNAM,Many 
ARMA
ARMA, MODL,Many 
ARMA, MOD4,
ARMA, EDID,Required 
ARMA, BODT,Required 
ARMA, MOD3,
ARMA, RNAM,Required 
ARMA, MOD2,
ARMA, DNAM,Required 
ARMA, MO2T,
ARMA, MO3T,
ARMA, MO3S,
ARMA, MO2S,
ARMA, NAM0,
ARMA, MO4S,
ARMA, SNDD,
ARMA, NAM1,
ARMA, MO5T,
ARMA, MO4T,
ARMA, MOD5,
ARMA, NAM2,
ARMA, NAM3,
ECZN
ECZN, EDID,Required 
ECZN, DATA,Required 
LCTN
LCTN, FNAM,
LCTN, EDID,Required 
LCTN, RNAM,
LCTN, LCSR,
LCTN, LCEC,Many 
LCTN, CNAM,
LCTN, KSIZ,
LCTN, LCPR,
LCTN, FULL,
LCTN, KWDA,
LCTN, PNAM,
LCTN, LCID,
LCTN, MNAM,
LCTN, NAM1,
LCTN, LCEP,
LCTN, LCUN,
LCTN, NAM0,
MESG
MESG, ITXT,Many 
MESG, EDID,Required 
MESG, FULL,
MESG, DESC,Required 
MESG, CTDA,Many 
MESG, QNAM,
MESG, INAM,Required 
MESG, TNAM,
MESG, DNAM,Required 
DOBJ
DOBJ, DNAM,Required 
LGTM
LGTM, EDID,Required 
LGTM, DATA,Required 
LGTM, DALC,Required 
FSTP
FSTP, EDID,Required 
FSTP, ANAM,Required 
FSTP, DATA,Required 
FSTS
FSTS, EDID,Required 
FSTS, XCNT,Required 
FSTS, DATA,Required 
SMBN
SMBN, EDID,Required 
SMBN, XNAM,Required 
SMBN, PNAM,Required 
SMBN, CIS2,
SMBN, SNAM,Required 
SMBN, CITC,Required 
SMBN, CTDA,Many 
SMBN, DNAM,Required 
SMQN
SMQN, NNAM,Many 
SMQN, FNAM,Many 
SMQN, EDID,
SMQN, XNAM,Required 
SMQN, PNAM,Required 
SMQN, CIS2,Many 
SMQN, SNAM,Required 
SMQN, CITC,Required 
SMQN, QNAM,Required 
SMQN, CTDA,Many 
SMQN, DNAM,Required 
SMQN, RNAM,Many 
SMQN, MNAM,
SCEN
SCEN, EDID,Required 
SCEN, FNAM,Many 
SCEN, NEXT,Many 
SCEN, VMAD,
SCEN, HNAM,Many 
SCEN, DMAX,Many 
SCEN, WNAM,Many 
SCEN, NAM0,Many 
SCEN, ALID,Many 
SCEN, SCTX,Many 
SCEN, LNAM,Many 
SCEN, DNAM,Many 
SCEN, ANAM,Many 
SCEN, HTID,Many 
SCEN, INAM,Many 
SCEN, CIS2,Many 
SCEN, SNAM,Many 
SCEN, ENAM,Many 
SCEN, SCDA,
SCEN, DATA,Many 
SCEN, DMIN,Many 
SCEN, DEMO,Many 
SCEN, DEVA,Many 
SCEN, PNAM,Many 
SCEN, VNAM,
SCEN, CTDA,Many 
SCEN, SCHR,Many 
SCEN, QNAM,Many 
SCEN, SCRO,
SMEN
SMEN, XNAM,Required 
SMEN, PNAM,Required 
SMEN, SNAM,Required 
SMEN, CITC,Required 
SMEN, DNAM,Required 
SMEN, ENAM,Required 
SMEN, EDID,
DLBR
DLBR, EDID,Required 
DLBR, QNAM,Required 
DLBR, DNAM,Required 
DLBR, TNAM,Required 
DLBR, SNAM,Required 
EQUP
EQUP, EDID,Required 
EQUP, DATA,Required 
EQUP, PNAM,
RELA
RELA, EDID,Required 
RELA, DATA,Required 
ASTP
ASTP, FPRT,Required 
ASTP, EDID,Required 
ASTP, MPRT,Required 
ASTP, MCHT,
ASTP, FCHT,
ASTP, DATA,Required 
OTFT
OTFT, EDID,Required 
OTFT, INAM,Required 
MATO
MATO, MODL,
MATO, EDID,Required 
MATO, DATA,Required 
MATO, DNAM,Many 
MOVT
MOVT, SPED,Required 
MOVT, EDID,Required 
MOVT, MNAM,Required 
MOVT, INAM,
SNDR
SNDR, FNAM,
SNDR, EDID,Required 
SNDR, SNAM,
SNDR, CNAM,Required 
SNDR, ONAM,Required 
SNDR, GNAM,
SNDR, CTDA,Many 
SNDR, ANAM,Many 
SNDR, LNAM,
SNDR, BNAM,Required 
SNCT
SNCT, VNAM,Required 
SNCT, FNAM,Required 
SNCT, EDID,Required 
SNCT, FULL,Required 
SNCT, PNAM,
SNCT, UNAM,
SOPM
SOPM, FNAM,
SOPM, EDID,Required 
SOPM, NAM1,
SOPM, MNAM,Required 
SOPM, ANAM,
SOPM, ONAM,
SOPM, SNAM,
SOPM, CNAM,
CLFM
CLFM, FNAM,Required 
CLFM, EDID,Required 
CLFM, CNAM,Required 
CLFM, FULL,
REVB
REVB, EDID,Required 
REVB, DATA,Required 
